question_id,paragraph_id,answers
14695,[3605],['The Surgeon General']
14696,[3605],['The Surgeon General']
14697,[],[]
14698,[],[]
14699,[],[]
14700,[3606],['Cadets']
14701,[3606],['Assistant Chief of the Defence Staff (Reserves and Cadets) and the Defence Services Secretary in the Royal Household of the Sovereign of the United Kingdom']
14702,[],[]
14703,[],[]
14704,[],[]
14705,[3607],['1998']
14706,[3607],['Delivering Security in a Changing World White Paper']
14707,[3607],['British Armed Forces']
14708,[],[]
14709,[],[]
14710,[],[]
14711,[3608],['defence diplomacy']
14712,[3608],['UAE and Bahrain']
14713,[],[]
14714,[],[]
14715,[],[]
14716,[],[]
14717,[],[]
14718,[3609],['2015']
14719,[3609],['four']
14720,[3609],['The Strategic Defence and Security Review']
14721,[],[]
14722,[],[]
14723,[3610],['terrorism']
14724,[],[]
14725,[],[]
14726,[],[]
14727,[],[]
14728,[3611],['Cold War mentality']
14729,[],[]
14730,[],[]
14731,[],[]
14732,[],[]
14733,[3612],['General Sir Kevin O’Donoghue']
14734,[3612],['Equipment Programme']
14735,[3612],['London Evening Standard']
14736,[],[]
14737,[],[]
14738,[],[]
14739,[],[]
14740,[3613],"['227,300 hectares']"
14741,[3613],['£20 billion']
14742,[3613],['in excess of £3.3 billion']
14743,[],[]
14744,[],[]
14745,[],[]
14746,[],[]
14747,[],[]
14748,[3614],['storage & supply depots']
14749,[3614],['(3.4%']
14750,[],[]
14751,[],[]
14752,[],[]
14753,[3615],['Whitehall']
14754,[3615],['Vincent Harris']
14755,[3615],['Charles Wheeler']
14756,[],[]
14757,[],[]
14758,[],[]
14759,[3616],['the basement of Main Building']
14760,[3616],['1514–1516']
14761,[3616],['brick']
14762,[3616],['1949']
14763,[],[]
14764,[],[]
14765,[],[]
14766,[3617],['Gordon Foxley']
14767,[3617],['head of defence procurement']
14768,[3617],['at least £3.5m']
14769,[3617],['influence the allocation of contracts']
14770,[],[]
14771,[],[]
14772,[3618],['the Guardian']
14773,[3618],['secret germ warfare tests']
14774,[3618],['children with birth defects and physical and mental handicaps']
14775,[3618],['between 1940 and 1979']
14776,[],[]
14777,[],[]
14778,[],[]
14779,[],[]
14780,[],[]
14781,[3619],['£240m']
14782,[3619],['1995']
14783,[3619],['National Audit Office']
14784,[],[]
14785,[],[]
14786,[3620],['Boeing']
14787,[3620],['April 2008']
14788,[3620],['£90m']
14789,[3620],['more advanced equipment']
14790,[],[]
14791,[],[]
14792,[],[]
14793,[],[]
14794,[3621],['£20m']
14795,[3621],['April 2010']
14796,[3621],['a small percentage']
14797,[3621],['weekly evenings and monthly weekends']
14798,[],[]
14799,[],[]
14800,[],[]
14801,[3622],['£6.5bn']
14802,[3622],['2013']
14803,[3622],['poor management and financial control']
14804,[3622],['up to 10 and even as much as 15 years']
14805,[],[]
14806,[],[]
14807,[3623],['mechanical systems with as few as 30 lines of resolution']
14808,[3623],['21st']
14809,[],[]
14810,[],[]
14811,[],[]
14812,[],[]
14813,[3624],['The British high-definition TV service']
14814,[3624],['February 1937']
14815,[3624],['France']
14816,[3624],['the technical limitations of the time']
14817,[3624],['405-line system']
14818,[],[]
14819,[],[]
14820,[],[]
14821,[],[]
14822,[],[]
14823,[3625],"['1953,']"
14824,[3625],['525']
14825,[3625],['1960s']
14826,[3625],['625']
14827,[],[]
14828,[],[]
14829,[],[]
14830,[],[]
14831,[],[]
14832,[3626],['Nippon Hōsō Kyōkai']
14833,[3626],['5:3']
14834,[],[]
14835,[],[]
14836,[],[]
14837,[3627],['four']
14838,[3627],['SMPTE']
14839,[3627],['an SMPTE study group']
14840,[3627],['A Study of High Definition Television Systems']
14841,[],[]
14842,[],[]
14843,[],[]
14844,[],[]
14845,[3628],['SECAM systems']
14846,[3628],['PAL-M']
14847,[],[]
14848,[],[]
14849,[3629],['1949']
14850,[3629],['1983']
14851,[],[]
14852,[],[]
14853,[],[]
14854,[3630],['a research project']
14855,[3630],"['1,125']"
14856,[3630],['providing teleconferencing for military command']
14857,[],[]
14858,[],[]
14859,[],[]
14860,[],[]
14861,[3631],['1979']
14862,[3631],['the Japanese state broadcaster NHK']
14863,[3631],['1989']
14864,[],[]
14865,[],[]
14866,[],[]
14867,[],[]
14868,[3632],['1981']
14869,[3632],['President Ronald Reagan']
14870,[3632],['MUSE']
14871,[3632],['MUSE']
14872,[],[]
14873,[],[]
14874,[3633],['their higher bandwidth requirements']
14875,[3633],['the FCC']
14876,[3633],"['had to be more efficient, needing less bandwidth']"
14877,[3633],['NTSC']
14878,[],[]
14879,[],[]
14880,[],[]
14881,[],[]
14882,[3634],['technical and economic']
14883,[3634],['use bandwidths greater than normal television']
14884,[],[]
14885,[],[]
14886,[3635],['about twice']
14887,[3635],['Early HDTV commercial experiments']
14888,[],[]
14889,[],[]
14890,[3636],['Japan']
14891,[3636],['recording and reproducing an HDTV signal']
14892,[],[]
14893,[3637],"[""International Telecommunication Union's radio telecommunications sector""]"
14894,[3637],['Digital Video Broadcasting']
14895,[3637],"['an alliance of broadcasters, consumer electronics manufacturers and regulatory bodies']"
14896,[],[]
14897,[],[]
14898,[],[]
14899,[],[]
14900,[3638],['MPEG-2']
14901,[3639],['1983']
14902,[3639],['setting a single international HDTV standard']
14903,[3639],['a suitable frame/field refresh rate']
14904,[3639],['motion vectors']
14905,[],[]
14906,[],[]
14907,[],[]
14908,[],[]
14909,[3640],['the IWP11/6 working party']
14910,[3640],['widescreen cinema']
14911,[3640],['MBAFF']
14912,[3640],['5:3']
14913,[],[]
14914,[],[]
14915,[],[]
14916,[3641],['1440×1152 HDMAC']
14917,[3641],['an enhanced television format']
14918,[3641],['US SMPTE standards']
14919,[],[]
14920,[],[]
14921,[],[]
14922,[3642],['late 1980s']
14923,[3642],['the Digital HDTV Grand Alliance']
14924,[3642],"['July 23, 1996']"
14925,[3642],['Advanced Television Systems Committee']
14926,[],[]
14927,[],[]
14928,[],[]
14929,[3643],['1990']
14930,[3643],['FIFA World Cup']
14931,[3643],['8 cinemas in Italy and 2 in Spain']
14932,[],[]
14933,[],[]
14934,[3644],"['January 1, 2004']"
14935,[3644],"[""Vienna New Year's Concert""]"
14936,[3644],['HD1']
14937,[3644],['Euro1080']
14938,[],[]
14939,[],[]
14940,[],[]
14941,[],[]
14942,[],[]
14943,[3645],['Alfacam']
14944,[3645],"['""no HD broadcasts mean no HD TVs bought means no HD broadcasts ...""']"
14945,[3645],['HDTV interest in Europe']
14946,[3645],['free-to-air']
14947,[3645],['a multi-lingual soundtrack on a rolling schedule']
14948,[],[]
14949,[],[]
14950,[3646],['1080i format']
14951,[3646],['MPEG-2']
14952,[3646],['DVB-S']
14953,[3646],['DVB-S2']
14954,[],[]
14955,[],[]
14956,[],[]
14957,[3647],['185 million']
14958,[3647],['risen steadily']
14959,[],[]
14960,[],[]
14961,[],[]
14962,[3648],['December 2009']
14963,[3648],['DVB-T2']
14964,[3648],['Digital TV Group']
14965,[],[]
14966,[],[]
14967,[3649],['10']
14968,[3649],['October 2012']
14969,[3649],['Freeview HD']
14970,[3649],['region by region']
14971,[],[]
14972,[],[]
14973,[],[]
14974,[],[]
14975,[3650],['[frame size][scanning system][frame or field rate]']
14976,[3650],['frame size or frame rate']
14977,[3650],['if its value is implied from context']
14978,[3650],['the scanning system']
14979,[],[]
14980,[],[]
14981,[],[]
14982,[],[]
14983,[3651],['25']
14984,[3651],['30']
14985,[3651],['60']
14986,[],[]
14987,[],[]
14988,[],[]
14989,[],[]
14990,[3652],"['50i, 25p and 50p']"
14991,[3653],['the frame rate']
14992,[3653],['a resolution']
14993,[],[]
14994,[],[]
14995,[3654],['no']
14996,[3654],['YUV']
14997,[3654],['8-bit RGB channels']
14998,[3654],['it will only be viewed only on a (sRGB) computer screen']
14999,[],[]
15000,[],[]
15001,[],[]
15002,[],[]
15003,[3655],['letterboxing or anamorphic stretching']
15004,[3655],['standard-definition television']
15005,[3655],['16:9']
15006,[],[]
15007,[],[]
15008,[],[]
15009,[3656],['fidelity']
15010,[],[]
15011,[],[]
15012,[3657],"[""the type of videographic recording medium used and the image's characteristics""]"
15013,[3657],['those of the source']
15014,[],[]
15015,[],[]
15016,[3658],['analogue standard']
15017,[3658],['digital or high definition']
15018,[3658],['25/50 Hz']
15019,[],[]
15020,[],[]
15021,[],[]
15022,[3659],['3:2 Pulldown']
15023,[3659],['1/12 of a second']
15024,[],[]
15025,[],[]
15026,[3660],['720p or 1080i']
15027,[3660],['720p']
15028,[3660],['Blu-ray']
15029,[],[]
15030,[],[]
15031,[],[]
15032,[],[]
15033,[3661],['ATSC']
15034,[3661],['the change to digital terrestrial broadcasts']
15035,[3661],"[""home owners' associations and city government""]"
15036,[3661],['the installation of antennas']
15037,[3661],['2009']
15038,[],[]
15039,[],[]
15040,[],[]
15041,[],[]
15042,[3662],['an external box']
15043,[3662],['HD content']
15044,[3662],['QAM']
15045,[],[]
15046,[],[]
15047,[],[]
15048,[],[]
15049,[],[]
15050,[3663],['IPTV']
15051,[3663],['High-definition image sources']
15052,[],[]
15053,[],[]
15054,[],[]
15055,[3664],['because of its built in Blu-ray disc based player']
15056,[3664],"['Netflix and Windows Media Center HTPC streaming capabilities, and the Zune marketplace']"
15057,[3664],['The Wii U']
15058,[3664],"['port games from past consoles onto the PS3, Xbox 360 and Wii U, often with remastered or upscaled graphics']"
15059,[],[]
15060,[],[]
15061,[],[]
15062,[3665],['an HDTV-capable digital video recorder']
15063,[3665],['analog only']
15064,[],[]
15065,[],[]
15066,[],[]
15067,[3666],['2008']
15068,[3666],['in MPEG-2 format in a .ts file or in a Blu-ray compatible format .m2ts file']
15069,[3666],"[""'as broadcast' format or transcode to a format more compatible with Blu-ray""]"
15070,[],[]
15071,[],[]
15072,[],[]
15073,[3667],['analog HD']
15074,[],[]
15075,[],[]
15076,[],[]
15077,[3668],"['a set-top box with ""functional"" FireWire (IEEE 1394) on request']"
15078,[3668],['July 2004']
15079,[3668],['duplication of content or simply limit the number of copies permitted']
15080,[],[]
15081,[],[]
15082,[],[]
15083,[],[]
15084,[3669],['fuel']
15085,[3669],['cellulose']
15086,[3669],['lignin']
15087,[3670],['47%']
15088,[3670],['furniture']
15089,[3670],['abundant']
15090,[3671],['2011']
15091,[3671],['New Brunswick']
15092,[3672],['construction material']
15093,[3672],['houses']
15094,[3672],['tree-ring widths']
15095,[3672],['weapons']
15096,[3672],['furniture']
15097,[3673],['trees']
15098,[3673],['secondary growth']
15099,[3674],['wider']
15100,[3674],['earlywood']
15101,[3674],['lighter']
15102,[3674],['outer']
15103,[3675],['longitudinally']
15104,[3675],['darker']
15105,[3676],['a dormant bud']
15106,[3676],['conical']
15107,[3676],['diameter']
15108,[3676],['circular']
15109,[3677],['die']
15110,[3677],['years']
15111,[3677],['around it']
15112,[3677],['not attached']
15113,[3677],['boards']
15114,[3678],['grading']
15115,[3678],['size']
15116,[3678],['firmness']
15117,[3679],['stiffness']
15118,[3679],['parallel']
15119,[3680],['interest']
15120,[3680],['bleed']
15121,[3680],['difficult']
15122,[3680],['yellow']
15123,[3680],['preparation']
15124,[3681],['Heartwood']
15125,[3681],['decay']
15126,[3681],['spontaneously']
15127,[3681],['decay organisms']
15128,[3682],['growth rings']
15129,[3682],['darker']
15130,[3682],['woody']
15131,[3683],['alburnum']
15132,[3683],['younger']
15133,[3683],['water']
15134,[3683],['thicker']
15135,[3684],['thin']
15136,[3684],['thick']
15137,[3684],['Thin']
15138,[3684],['thick']
15139,[3685],['narrow']
15140,[3685],['thinner']
15141,[3685],['near the base']
15142,[3685],['age']
15143,[3686],['limbs']
15144,[3686],['knots']
15145,[3686],['heartwood']
15146,[3686],['sapwood']
15147,[3687],['decay']
15148,[3687],['inner heartwood']
15149,[3688],['youth']
15150,[3688],['narrower']
15151,[3688],['crown']
15152,[3688],['lessened']
15153,[3688],['light']
15154,[3689],['differ']
15155,[3689],['heartwood']
15156,[3689],['sapwood']
15157,[3689],['mature']
15158,[3690],['heartwood']
15159,[3690],['chemical substances']
15160,[3690],['conspicuous']
15161,[3690],['mechanical']
15162,[3691],['Longleaf Pine']
15163,[3691],['rot']
15164,[3691],['kindling']
15165,[3692],['latewood']
15166,[3692],['coniferous']
15167,[3692],['ring-porous']
15168,[3692],['no indication']
15169,[3693],['diseased']
15170,[3693],['unsoundness']
15171,[3693],['birds']
15172,[3693],['spalting']
15173,[3694],['water']
15174,[3694],['oven-dried']
15175,[3695],['softer']
15176,[3695],['rawhide']
15177,[3695],['paper']
15178,[3695],['greater']
15179,[3695],['softening']
15180,[3696],['green']
15181,[3697],['crushing']
15182,[3697],['elasticity']
15183,[3697],['strength at elastic limit in endwise compression']
15184,[3697],['modulus of rupture']
15185,[3698],['heterogeneous']
15186,[3698],['cells']
15187,[3698],['walls']
15188,[3698],['cellulose']
15189,[3699],['tracheids']
15190,[3699],['softwood']
15191,[3699],['oak']
15192,[3699],['ash']
15193,[3700],['complex']
15194,[3700],['vessels']
15195,[3700],['large']
15196,[3700],['a hand lens']
15197,[3700],['diffuse-porous']
15198,[3701],['ring-porous']
15199,[3702],['diffuse-porous']
15200,[3702],['Populus']
15201,[3702],['cherry']
15202,[3702],['water conducting']
15203,[3702],['diffuse-porous']
15204,[3703],['temperate']
15205,[3703],['denser']
15206,[3703],['walls']
15207,[3704],['heavy']
15208,[3704],['white pines']
15209,[3705],['quality']
15210,[3705],['porous']
15211,[3706],['moderate to slow']
15212,[3706],['conifers']
15213,[3707],['ring-porous']
15214,[3707],['large']
15215,[3707],['the year before']
15216,[3708],['rate of growth']
15217,[3708],['wider']
15218,[3708],['hickory']
15219,[3708],['more rapid']
15220,[3708],['ring-porous']
15221,[3709],['latewood']
15222,[3709],['breadth of ring']
15223,[3709],['good']
15224,[3709],['thick-walled']
15225,[3710],['second-growth']
15226,[3710],['open stands']
15227,[3710],['strength']
15228,[3710],['hickory']
15229,[3711],['diffuse-porous']
15230,[3711],['structure']
15231,[3712],['medium']
15232,[3712],['conifers']
15233,[3712],['little']
15234,[3713],['monocot']
15235,[3713],['palms']
15236,[3714],['density']
15237,[3715],['Variation']
15238,[3715],['radial']
15239,[3715],['density']
15240,[3716],['softwood']
15241,[3716],['hardwood']
15242,[3716],['yew']
15243,[3716],['dicotyledons']
15244,[3717],['strong']
15245,[3717],['density']
15246,[3717],['strength']
15247,[3717],['hardwood']
15248,[3717],['model building']
15249,[3718],['50%']
15250,[3718],['hydrogen']
15251,[3718],['1%']
15252,[3718],['oxygen']
15253,[3719],['Cellulose']
15254,[3719],['hemicellulose']
15255,[3719],['cellulose']
15256,[3720],['lignin']
15257,[3720],['coniferyl']
15258,[3721],['extractives']
15259,[3721],['resin']
15260,[3722],['Hardwood']
15261,[3722],['softwood']
15262,[3722],['warmth']
15263,[3723],['water pipe']
15264,[3723],['construction material']
15265,[3723],['houses']
15266,[3724],['felled trees']
15267,[3724],['timber']
15268,[3724],['oak']
15269,[3724],['Douglas fir']
15270,[3725],['commercial']
15271,[3725],['structural']
15272,[3725],['construction']
15273,[3726],['roof']
15274,[3726],['cladding']
15275,[3726],['doors']
15276,[3727],['glue']
15277,[3727],['application-specific performance requirements']
15278,[3727],['veneers']
15279,[3728],['wood structural panels']
15280,[3728],['glulam']
15281,[3728],['laminated veneer lumber']
15282,[3728],['plywood']
15283,[3728],['100 million']
15284,[3729],['cellulose']
15285,[3729],['MDF']
15286,[3729],['mechanically']
15287,[3729],['laminate']
15288,[3729],['paper']
15289,[3730],['furniture']
15290,[3730],['wooden spoon']
15291,[3730],['beds']
15292,[3731],['Moisture content']
15293,[3731],['tire']
15294,[3732],['totem poles']
15295,[3732],['Western Red Cedar']
15296,[3732],['Edinburgh']
15297,[3733],['african blackwood']
15298,[3733],['ripple sycamore']
15299,[3733],['European spruce']
15300,[3733],['tone']
15301,[3734],['woodwind instruments']
15302,[3734],['monocot']
15303,[3734],['reeds']
15304,[3735],['white willow']
15305,[3735],['Major League Baseball']
15306,[3735],['maple']
15307,[3735],['fragile']
15308,[3736],['archery bows']
15309,[3736],['sticks']
15310,[3736],['persimmon']
15311,[3736],['fiberglass']
15312,[3737],['cellulose']
15313,[3737],['over a year']
15314,[3738],['Afro-Asiatic']
15315,[3738],['Cushitic']
15316,[3738],['Sunni Muslim']
15317,[3738],['12.3 million']
15318,[3739],['Irir Samaale']
15319,[3739],['go and milk']
15320,[3740],['Berbera']
15321,[3740],['Po-pa-li']
15322,[3740],['15th']
15323,[3740],['the Abyssinian Emperor']
15324,[3740],['Zeila']
15325,[3741],['5000 years']
15326,[3741],['the Laas Geel complex']
15327,[3741],['human figures']
15328,[3741],['northern']
15329,[3742],['Inscriptions']
15330,[3743],['4th millennium BC']
15331,[3743],['the Jalelo site']
15332,[3743],['northern']
15333,[3744],['frankincense']
15334,[3744],['Mycenaeans']
15335,[3745],['Land of Punt']
15336,[3745],['Pharaonic Egypt']
15337,[3745],['Hatshepsut']
15338,[3745],['pyramidal structures']
15339,[3746],['Cape Guardafui']
15340,[3746],['Sabaeans']
15341,[3746],['Indo-Greco-Roman']
15342,[3747],['the Arabian Peninsula']
15343,[3747],['the City of Islam']
15344,[3747],['gold']
15345,[3748],"['15,000']"
15346,[3748],['the Red Sea']
15347,[3749],['the Ajuran Sultanate']
15348,[3749],['the Sultanate of Adal']
15349,[3749],['the Ethiopian Empire']
15350,[3750],['the Ottoman and German empires']
15351,[3750],['1927']
15352,[3750],['1941']
15353,[3751],['Italian Somaliland']
15354,[3751],['the Potsdam Conference']
15355,[3751],['Hizbia Digil Mirifle Somali']
15356,[3751],['1960']
15357,[3752],['the Ogaden']
15358,[3752],['1948']
15359,[3752],['1956']
15360,[3752],['Somali']
15361,[3753],['French Somaliland']
15362,[3753],['1977']
15363,[3754],['26 June 1960']
15364,[3754],['the State of Somaliland']
15365,[3754],['the Trust Territory of Somalia']
15366,[3754],['1 July 1960']
15367,[3754],['Aden Abdullah Osman Daar']
15368,[3755],['15 October 1969']
15369,[3755],['21 October 1969']
15370,[3755],['Major General']
15371,[3756],['Salaad Gabeyre Kediye']
15372,[3756],['Chief of Police']
15373,[3756],['Lieutenant Colonel']
15374,[3756],['the Somali Democratic Republic']
15375,[3756],['suspended the constitution']
15376,[3757],['the Arab League']
15377,[3757],['1974']
15378,[3757],['the African Union']
15379,[3757],['literacy']
15380,[3758],['northeastern']
15381,[3758],['Pan-Somalism']
15382,[3758],['the Ogaden War']
15383,[3759],['Afro-Asiatic']
15384,[3759],['E1b1b1a']
15385,[3759],['Egypt/Libya']
15386,[3759],['77%']
15387,[3760],['2006']
15388,[3760],['Ethiopians']
15389,[3760],['Holden']
15390,[3761],['2014']
15391,[3761],['Ethio-Somali']
15392,[3761],"['at least 23,000 years ago']"
15393,[3761],['the Near East']
15394,[3762],['2006']
15395,[3763],['the Quraysh']
15396,[3763],['Sunni']
15397,[3763],['Islam']
15398,[3763],['Shia']
15399,[3764],['dugsi']
15400,[3764],['40']
15401,[3764],['the Ministry of Endowment and Islamic Affairs']
15402,[3765],['the Abuubakar-As-Saddique Mosque']
15403,[3765],['droughts']
15404,[3766],['the Arabian Peninsula']
15405,[3767],['clan']
15406,[3767],['northern']
15407,[3767],['Hawiye']
15408,[3768],['marriage']
15409,[3768],['3']
15410,[3768],['55']
15411,[3768],['Darod']
15412,[3768],['4.3%']
15413,[3769],['1975 Somali Family Law']
15414,[3769],['the Somali Democratic Republic']
15415,[3770],['Somalis']
15416,[3770],['85%']
15417,[3770],['20th']
15418,[3770],['their seafaring tradition']
15419,[3770],['Kenya']
15420,[3771],['Civil strife']
15421,[3771],['Toronto']
15422,[3771],['69th']
15423,[3772],"['108,000']"
15424,[3772],['78%']
15425,[3772],"['16,721']"
15426,[3773],['the United States']
15427,[3774],['Minneapolis']
15428,[3774],"['20,000']"
15429,[3774],['Cedar-Riverside']
15430,[3774],['money transfer services']
15431,[3775],['Iranians']
15432,[3775],['Star African Air']
15433,[3776],['Khartoum']
15434,[3776],['north']
15435,[3776],['Eastleigh']
15436,[3777],['Afro-Asiatic']
15437,[3777],['Afar']
15438,[3777],['Somali']
15439,[3777],['1900']
15440,[3778],['12.65']
15441,[3778],['the Somali diaspora']
15442,[3779],['Northern Somali']
15443,[3779],['Coastal Somali']
15444,[3779],['Benaadir']
15445,[3779],['southern']
15446,[3780],['the Somali alphabet']
15447,[3780],['Mohamed Siad Barre']
15448,[3780],['Shire Jama Ahmed']
15449,[3780],['Osman Yusuf Kenadid']
15450,[3781],['Arabic']
15451,[3781],['Afro-Asiatic']
15452,[3781],['Djibouti']
15453,[3781],['the Arab League']
15454,[3781],['centuries']
15455,[3782],['Northeast']
15456,[3782],['Southeast']
15457,[3782],['the Arabian Peninsula']
15458,[3783],['Southeast Asian']
15459,[3783],['monumental architecture']
15460,[3784],['Shax']
15461,[3784],['martial arts']
15462,[3785],['pentatonic']
15463,[3785],['seven']
15464,[3785],['the major scale']
15465,[3785],['lyricists']
15466,[3786],['1975']
15467,[3786],['Ali Said Hassan']
15468,[3787],['aniconism']
15469,[3787],['music']
15470,[3787],['northern']
15471,[3787],['birds']
15472,[3787],['southern']
15473,[3788],['henna']
15474,[3788],['kohl']
15475,[3788],['Land of Punt']
15476,[3789],['Ocean Stars']
15477,[3789],['1972']
15478,[3789],['the Somalia League']
15479,[3790],['Djibouti']
15480,[3790],['Canada']
15481,[3791],['Mohamed Deq Abdulle']
15482,[3791],['silver']
15483,[3791],['Tongeren']
15484,[3791],['K1']
15485,[3792],['the macawis']
15486,[3792],['around the waist']
15487,[3792],['sarong']
15488,[3792],['turban']
15489,[3793],['the Arab world']
15490,[3794],['the guntiino']
15491,[3794],['alandi']
15492,[3794],['taffeta']
15493,[3795],['gold']
15494,[3795],['necklaces']
15495,[3795],['gold']
15496,[3796],['1954']
15497,[3796],['Mohammed Awale Liban']
15498,[3796],['scholar']
15499,[3796],['five']
15500,[3797],['all food is served halal']
15501,[3797],['pork']
15502,[3797],['blood']
15503,[3798],['lunch']
15504,[3798],['rice']
15505,[3798],['basmati']
15506,[3798],['11 pm']
15507,[3798],['Tarawih prayers']
15508,[3799],['halva']
15509,[3799],['Eid celebrations']
15510,[3799],['lubaan']
15511,[3799],['dabqaad']
15512,[3800],['1972']
15513,[3800],['Nuruddin Farah']
15514,[3800],['1998']
15515,[3800],['Farah Mohamed Jama Awl']
15516,[3800],['Nadifa Mohamed']
15517,[3801],['Xeer']
15518,[3802],['the Horn of Africa']
15519,[3802],['devoid of loan words']
15520,[3803],['odayal']
15521,[3803],['jurists']
15522,[3803],['garxajiyaal']
15523,[3803],['murkhaatiyal']
15524,[3803],['waranle']
15525,[3804],['medieval']
15526,[3804],['stone']
15527,[3805],['taalo']
15528,[3805],['burial']
15529,[3805],['dressed stone']
15530,[3805],['Egypt']
15531,[3805],['the Wargaade Wall']
15532,[3806],['Persia']
15533,[3806],['drystone']
15534,[3807],['Somali Studies']
15535,[3807],['the International Congress of Somali Studies']
15536,[3807],['1980']
15537,[3808],['15th']
15538,[3808],['the collapse of the Western Roman Empire']
15539,[3808],['Age of Discovery']
15540,[3809],['deurbanisation']
15541,[3809],['the Western Roman Empire']
15542,[3809],['the Eastern Roman Empire']
15543,[3809],['1070']
15544,[3810],['1000']
15545,[3810],['the Medieval Warm Period']
15546,[3810],['Manorialism']
15547,[3810],['feudalism']
15548,[3810],['1095']
15549,[3811],['1350']
15550,[3811],['a third']
15551,[3811],['the early modern period']
15552,[3811],['heresy']
15553,[3812],['three']
15554,[3813],['Four Empires']
15555,[3813],['Petrarch']
15556,[3813],['Leonardo Bruni']
15557,[3813],['1442']
15558,[3814],['476']
15559,[3814],['Bruni']
15560,[3814],['1453']
15561,[3815],['the 2nd century AD']
15562,[3815],['doubled']
15563,[3815],['taxes']
15564,[3815],['curial']
15565,[3816],['284']
15566,[3816],['286']
15567,[3816],['Byzantium']
15568,[3816],['5th']
15569,[3816],['337']
15570,[3817],['376']
15571,[3817],['Valens']
15572,[3817],['Thracia']
15573,[3817],['the Battle of Adrianople']
15574,[3818],['Romulus Augustus']
15575,[3818],['476']
15576,[3818],['Byzantine Empire']
15577,[3818],['Justinian']
15578,[3818],['565']
15579,[3819],['tax revenue']
15580,[3819],['land or rents']
15581,[3820],['Theoderic']
15582,[3820],['the Huns']
15583,[3820],['Gaul']
15584,[3821],['Slavic']
15585,[3821],['north-east']
15586,[3821],['Slavonic']
15587,[3822],['7th']
15588,[3822],['5th']
15589,[3822],['438']
15590,[3823],['Slavic tribes']
15591,[3823],['the Avars']
15592,[3823],['the Danube']
15593,[3823],['Heraclius']
15594,[3824],['Cicero']
15595,[3824],['music']
15596,[3825],['great feasts']
15597,[3825],['jewels']
15598,[3825],['courage']
15599,[3825],['Merovingian Gaul']
15600,[3826],['law codes']
15601,[3826],['archaeology']
15602,[3827],['Jews']
15603,[3828],['Arab']
15604,[3828],['Zoroastrianism']
15605,[3828],['632']
15606,[3828],['7th']
15607,[3829],['732']
15608,[3829],['Abbasid']
15609,[3829],['Baghdad']
15610,[3830],['Rome']
15611,[3830],['luxury goods']
15612,[3831],['7th']
15613,[3831],['silver']
15614,[3831],['penny']
15615,[3831],['denier']
15616,[3831],['Southern Europe']
15617,[3832],['Greek']
15618,[3832],['1054']
15619,[3833],['590']
15620,[3833],['850']
15621,[3833],['597']
15622,[3833],['615']
15623,[3834],['monasticism']
15624,[3834],['Pachomius']
15625,[3834],['Benedict of Nursia']
15626,[3834],['northern']
15627,[3834],['abbot']
15628,[3835],['Burgundy']
15629,[3835],['Clovis']
15630,[3835],['Charles Martel']
15631,[3836],['Carolingian']
15632,[3836],['753']
15633,[3836],['752']
15634,[3837],['Christmas Day 800']
15635,[3837],['peasants']
15636,[3837],['300']
15637,[3837],['small farms']
15638,[3837],['Scandinavia']
15639,[3838],['Carolingian Renaissance']
15640,[3838],['Medieval Latin']
15641,[3839],['Louis the Pious']
15642,[3839],['26 years']
15643,[3839],['840']
15644,[3839],['Lothair I']
15645,[3839],['Louis the German']
15646,[3840],['three']
15647,[3840],['Germany']
15648,[3840],['France']
15649,[3840],['911']
15650,[3841],['the Vikings']
15651,[3841],['Charles the Simple']
15652,[3841],['Normandy']
15653,[3841],['Magyar']
15654,[3841],['955']
15655,[3842],['871']
15656,[3842],['the Kingdom of Alba']
15657,[3842],['Magyars']
15658,[3843],['Denmark']
15659,[3843],['907']
15660,[3844],['Macedonian']
15661,[3844],['913–959']
15662,[3844],['867']
15663,[3844],['10th']
15664,[3844],['680']
15665,[3845],['4th century']
15666,[3845],['the west end']
15667,[3845],['the basilica']
15668,[3845],['perpendicular']
15669,[3846],['infantry']
15670,[3846],['cavalry']
15671,[3846],['mail']
15672,[3847],['illuminated manuscripts']
15673,[3847],['the Cross of Lothair']
15674,[3847],['Nagyszentmiklós']
15675,[3847],['Codex Aureus of St. Emmeram']
15676,[3848],['the stirrup']
15677,[3848],['infantry']
15678,[3849],['80 million']
15679,[3849],['35']
15680,[3849],['90']
15681,[3849],['assarting']
15682,[3850],['wood']
15683,[3850],['Knights']
15684,[3850],['9th']
15685,[3851],['the secular clergy']
15686,[3851],['regular clergy']
15687,[3851],['less than one per cent']
15688,[3851],['the nobility']
15689,[3851],['the peasant class']
15690,[3852],['cities']
15691,[3852],['the 11th and 12th']
15692,[3852],['Christianity']
15693,[3853],['taking care of the household']
15694,[3853],['help with field-work']
15695,[3853],['nuns']
15696,[3854],['Baltic']
15697,[3854],['Genoa']
15698,[3854],['Marco Polo']
15699,[3854],['Italy']
15700,[3855],['Hungary']
15701,[3855],['Árpád']
15702,[3855],['1198']
15703,[3855],['900']
15704,[3856],['Ottonian']
15705,[3856],['1084']
15706,[3856],['Investiture Controversy']
15707,[3857],['William the Conqueror']
15708,[3857],['1085']
15709,[3857],['Kingdom of Sicily']
15710,[3857],['Angevin']
