,question_id,answers,paragraph_id
804,802,['Eastern Catalan'],[528]
805,803,['Proto-Romance'],[529]
806,804,['further reduction'],[529]
807,805,['/e/'],[530]
808,806,['higher incidence'],[530]
809,807,['Central Catalan'],[533]
810,808,['Eastern and Western'],[533]
811,809,['Alguerese'],[537]
812,810,['weak pronouns'],[537]
813,811,['La Franja'],[538]
814,812,['La Franja'],[538]
815,813,['Western dialect'],[539]
816,814,['northwestern varieties'],[539]
817,815,['Catalan and Valencian'],[539]
818,816,['Valencian Academy of Language'],[540]
819,817,['everyone who writes'],[541]
820,818,['Royal Academy of Valencian Culture'],[541]
821,819,['Catalan'],[533]
822,820,['Greek and Latin'],[545]
823,821,['agglutination'],[546]
824,822,['Italian and Spanish'],[548]
825,823,['bullent/bullenta'],[549]
826,824,['suffix -s'],[550]
827,825,['gender inflection'],[550]
828,826,['complex'],[551]
829,827,['inflection of determinatives'],[551]
830,828,['Spanish'],[551]
831,829,['unstressed possessives'],[552]
832,830,['Italian'],[552]
833,831,['all other Romance languages'],[554]
834,832,['passive voice'],[555]
835,833,['morphological alternations'],[556]
836,834,['all Western Romance'],[557]
837,835,['into three conjugations'],[558]
838,836,['second'],[558]
839,837,['joining both surnames'],[559]
840,838,['drying'],[560]
841,839,['China'],[561]
842,840,['Cai Lun'],[561]
843,841,['silk'],[562]
844,842,['19th'],[563]
845,843,['Charles Fenerty'],[563]
846,844,['Papyrus'],[564]
847,845,['Greek'],[564]
848,846,['lignin'],[565]
849,847,['wood-free'],[565]
850,848,['90%'],[565]
851,849,['three'],[566]
852,850,['Soda pulping'],[566]
853,851,['groundwood pulp'],[567]
854,852,['virgin'],[568]
855,853,['china clay'],[569]
856,854,['blotter sheet'],[570]
857,855,['china clay'],[572]
858,856,['Gloss'],[572]
859,857,['cut into sheets'],[573]
860,858,['wire mesh'],[574]
861,859,['Laidlines'],[575]
862,860,['chainlines'],[575]
863,861,['caliper'],[576]
864,862,['card'],[577]
865,863,['length and width'],[579]
866,864,['standard paper sizes'],[579]
867,865,['length and width'],[579]
868,866,['Germany'],[580]
869,867,['Alum'],[582]
870,868,['lignin'],[583]
871,869,['light and oxygen'],[583]
872,870,['oxalic'],[584]
873,871,['10%'],[586]
874,872,['vocal'],[592]
875,873,['romantic sentimental ballads'],[594]
876,874,['acoustic'],[594]
877,875,['bass guitar'],[594]
878,876,['contemporary Christian music'],[596]
879,877,['1960s'],[597]
880,878,['Connie Francis'],[598]
881,879,['big band-era recordings'],[598]
882,880,['Bobby Vinton'],[599]
883,881,['1950s'],[600]
884,882,['beautiful music'],[601]
885,883,['hit singles and album cuts'],[601]
886,884,['1965'],[602]
887,885,['Fleetwood Mac'],[604]
888,886,['1977'],[604]
889,887,['1970s'],[605]
890,888,['R&B'],[607]
891,889,['disco'],[607]
892,890,['singer-songwriters'],[607]
893,891,['heavy metal'],[608]
894,892,['Michael Jackson'],[609]
895,893,['MTV'],[609]
896,894,['Phil Collins'],[609]
897,895,['hip-hop and harder rock music'],[610]
898,896,['1980s'],[610]
899,897,['six weeks'],[611]
900,898,"['""All My Life""']",[612]
901,899,['softening'],[613]
902,900,['Savage Garden'],[614]
903,901,['Latin pop'],[614]
904,902,['Barry Mayo'],[616]
905,903,['rapping'],[616]
906,904,['rhythmic AC'],[617]
907,905,['smooth jazz'],[618]
908,906,['instrumental'],[618]
909,907,['senior vice president for adult music'],[619]
910,908,['too alternative'],[620]
911,909,['Cee Lo Green'],[621]
912,910,['edited'],[621]
913,911,['ballad heavy'],[622]
914,912,['country'],[622]
915,913,['indie rock'],[623]
916,914,['Imagine Dragons'],[623]
917,915,['1960s'],[625]
918,916,['the late 2000s/early 2010s'],[625]
919,917,['baloney'],[626]
920,918,['office workers'],[627]
921,919,['jazz and big band'],[629]
922,920,['oldies'],[629]
923,921,['incorporating more oldies'],[629]
924,922,['power pops'],[632]
925,923,['18-54'],[632]
926,924,['KMXB'],[633]
927,925,['18-34'],[633]
928,926,['men'],[633]
929,927,['women'],[633]
930,928,['black'],[634]
931,929,['1990s'],[636]
932,930,['the weekends'],[638]
933,931,['to lure younger listeners'],[638]
934,932,['Philly soul'],[639]
935,933,['1970s'],[639]
936,934,['sequencers'],[639]
937,935,['crossover R&B'],[640]
938,936,['1980s'],[640]
939,937,['ballads'],[640]
940,938,['hot AC'],[641]
941,939,['soft AC'],[642]
942,940,['New Year's Day'],[643]
943,941,['the beginning of November'],[643]
